feature_idx,cosine_similarity,rank
47216,0.07789575782274089,1
2249,0.07534420044822598,2
36173,0.07186191725079419,3
28706,0.0683471452315609,4
24646,0.06596519120202574,5
42853,0.0634587332796207,6
6363,0.061000040401056124,7
16368,0.060853198698503974,8
36691,0.060071726382925114,9
17954,0.05906383000231278,10
57200,0.05879832410752389,11
4973,0.05834475257325276,12
35563,0.05820291959993994,13
17490,0.05784534296909442,14
61578,0.057210278670966196,15
41908,0.056935397371104306,16
48192,0.056651698999306874,17
18316,0.05631082244506297,18
49220,0.0563067007056285,19
22314,0.055846033673125135,20
10008,0.05577814850899771,21
22093,0.05497310750470338,22
44447,0.05485495107517151,23
9537,0.05248846661742457,24
30878,0.05182870951035076,25
1901,0.05168496732597379,26
8442,0.05160334479146016,27
14982,0.05146036869121152,28
19537,0.05085438172713299,29
4713,0.05069535941784777,30
30377,0.050478530578525097,31
47075,0.050416356927206946,32
3507,0.05034940815770034,33
54963,0.050284534110903854,34
60720,0.05017298481012772,35
17132,0.04994717957175283,36
24488,0.049888066080768304,37
43899,0.049378762192325246,38
38767,0.04870025432738248,39
20146,0.04851894699297687,40
2380,0.04845014821014365,41
30011,0.04814479543256266,42
19564,0.047987489388192625,43
54711,0.047704836265966756,44
21795,0.0474842380523816,45
61959,0.047409304488181286,46
18225,0.04732880644216186,47
22704,0.04711996540608945,48
3138,0.046987442825771726,49
24329,0.046838846940649694,50
48100,0.04683551884936804,51
39606,0.04670521923754781,52
36815,0.04646028938101741,53
28967,0.04589171055866352,54
29861,0.04582286076569723,55
47752,0.04580312139110249,56
15965,0.04570886539225407,57
39027,0.04565218780061882,58
44596,0.04541311278298882,59
17233,0.045382910206579835,60
26402,0.04527852689353889,61
17536,0.04525831368506639,62
43837,0.04519987262534391,63
51490,0.045147150097301705,64
11025,0.045139630163918185,65
48881,0.04511597537645609,66
55479,0.045057695533410665,67
54609,0.04489665888203629,68
24548,0.044835273833694865,69
51044,0.044797787066421964,70
15805,0.04455977320464681,71
37994,0.044486682324391284,72
5569,0.04437104201323533,73
33929,0.04436667235028802,74
38445,0.044329661108543375,75
34602,0.044305671172795116,76
22086,0.04389122711451154,77
4628,0.043841621684989146,78
58104,0.04381526075034771,79
28986,0.043813436662137224,80
40454,0.04367129551067518,81
16314,0.043632915181120197,82
49812,0.043558100970768135,83
29123,0.043424730765214394,84
59803,0.043407987651321936,85
9866,0.04336911474155864,86
8088,0.04335264740907279,87
54356,0.04321690511840458,88
42274,0.043212856749736975,89
52920,0.04316868956025872,90
1339,0.043095912538180375,91
15313,0.04306496136018328,92
51808,0.043058619349764356,93
14986,0.04295454528140913,94
47967,0.04293637014614062,95
42834,0.04282973786967741,96
25026,0.04272058684953202,97
18619,0.042658558644521366,98
46635,0.042628287818398294,99
63142,0.04256915450108355,100
46443,0.042460882708554394,101
41837,0.04240410494576756,102
55108,0.04235082926825699,103
48682,0.042258694998757375,104
45974,0.04224600118315403,105
10345,0.04223265682498235,106
52337,0.0422091119998188,107
37911,0.04219867263468971,108
60539,0.04211541623481716,109
64166,0.041971566233072945,110
21781,0.04197067073719477,111
19222,0.041870915208745106,112
55013,0.041793474270123726,113
29443,0.04169305046156596,114
54364,0.04165478429667369,115
13260,0.04156326638722265,116
55261,0.0415073038490408,117
61426,0.04148431444869746,118
61448,0.04143138433472426,119
31477,0.041422508678082705,120
14291,0.041418098764223775,121
60133,0.04135721945853242,122
49073,0.041271770728679866,123
47503,0.041265475232257605,124
8966,0.04123650896023548,125
54927,0.041188377615564965,126
12929,0.04111563046832618,127
36726,0.04104090380445186,128
41245,0.041006153313817455,129
31816,0.04099158115822352,130
55595,0.04095900472775438,131
31490,0.040931013510919156,132
38287,0.04088969381393132,133
34821,0.04056468510554906,134
57462,0.04053362766279416,135
23806,0.04050630447654951,136
1199,0.04050045860879804,137
39843,0.040427142244310384,138
26206,0.04042532703452936,139
15230,0.04015984513369101,140
58439,0.04015050557021355,141
20659,0.040105126274695,142
21101,0.04004563240400333,143
15831,0.04004263538658379,144
54791,0.039999887401959235,145
53005,0.03999481398776857,146
54614,0.039975744624882736,147
61587,0.03997535336690937,148
43391,0.039965255390855575,149
52485,0.03989415468074147,150
55234,0.03986206116939456,151
7702,0.0398350275520742,152
32464,0.0398206987017565,153
42213,0.03981106303640402,154
