feature_idx,cosine_similarity,rank
63935,0.09850315040185632,1
62099,0.0945329600786356,2
23245,0.08334394753586272,3
61507,0.08234202535634072,4
17490,0.08203037652411929,5
62691,0.07653505750022202,6
58667,0.07601326220212236,7
41379,0.07599287153305302,8
4308,0.07481825681437629,9
54839,0.07228889509456563,10
12630,0.07097931558126476,11
22314,0.07072881153615579,12
61332,0.0700850737448278,13
12084,0.06925337984042017,14
50560,0.06770206297564295,15
8485,0.0660704975723704,16
30512,0.06599478273464379,17
15894,0.06513993232779082,18
20131,0.06486341840495843,19
48135,0.0643938485844725,20
24646,0.06432631907197758,21
26554,0.0639264373736542,22
36815,0.06379385162993981,23
2249,0.06338010557371926,24
47216,0.06252058756550302,25
23919,0.06250708921785282,26
52515,0.06194665830792731,27
37911,0.06158940268209267,28
33694,0.061528165671317275,29
28641,0.06148911519819272,30
35962,0.061479732539631654,31
41908,0.0613007176701921,32
65215,0.05947869785406742,33
36728,0.05944967271068005,34
39759,0.058860637644673766,35
24275,0.0587765609755034,36
9573,0.058442344786376256,37
18316,0.05802574486138008,38
47685,0.05795198858807252,39
52044,0.05780267804178231,40
44942,0.057783385942625984,41
19222,0.05775482107701782,42
45362,0.05774033736437709,43
17437,0.057702832964862956,44
45178,0.0576259183396794,45
44593,0.05750315852326557,46
28706,0.05702743263001323,47
9200,0.05680927138438625,48
64739,0.05669619442798111,49
17768,0.05644450114027669,50
36173,0.056402051883260765,51
41533,0.056363816097499825,52
47515,0.05615039900854136,53
58491,0.05595164095460754,54
1396,0.05570223302096197,55
3306,0.05532996576827802,56
42685,0.055217330021382655,57
29861,0.05456708795945385,58
49045,0.05439730925680336,59
4357,0.05360305273290037,60
18722,0.05312858389302957,61
23327,0.05306834586808612,62
52970,0.052952946622691975,63
3888,0.05279080490397502,64
63701,0.05274525476067575,65
30032,0.05273322263134516,66
46443,0.05260116134003869,67
54544,0.05259164898556656,68
14960,0.05227816447819848,69
17631,0.052254201182322886,70
46635,0.052191055067133695,71
24488,0.052141843707918106,72
31265,0.052130479538608054,73
61318,0.05177764692013078,74
34935,0.05160941047937042,75
40548,0.051608403821145385,76
61688,0.0515698576156476,77
49538,0.051525883189551626,78
50702,0.05144370723046518,79
19564,0.051358091325891246,80
55624,0.051330300581781535,81
3897,0.05131408920070573,82
65054,0.051276242816391066,83
15805,0.05112688444585789,84
11775,0.050878119233965784,85
16076,0.05082770096125499,86
2794,0.050815745964310335,87
19183,0.050800589139161356,88
51152,0.05073080029066344,89
38267,0.05068839886107026,90
21568,0.05065138714143683,91
41176,0.05061982916327229,92
57956,0.05046903055466862,93
32113,0.05036145410796287,94
55151,0.05010882221602326,95
17581,0.050085593110027526,96
12261,0.049923758631633,97
18050,0.04987319587067013,98
3640,0.04982847608822794,99
24959,0.04975776506537312,100
3204,0.04957838946158635,101
15654,0.04930958000994369,102
12911,0.04919546737636572,103
42514,0.04914365062967284,104
59376,0.04903392995683307,105
21524,0.04901655368786057,106
59084,0.04893814152652387,107
36115,0.04861152230051142,108
54979,0.04850283769882969,109
57067,0.04846085009866208,110
11483,0.048349267080984214,111
61448,0.048340999703349936,112
7718,0.04829381634941283,113
61238,0.04818186963779207,114
57234,0.04812157777129175,115
10077,0.047963366298390354,116
16619,0.04796032317962736,117
18678,0.04792533102545743,118
34641,0.047727302549880404,119
45220,0.04764952488085838,120
30733,0.04761935151846617,121
24687,0.047619272779573625,122
40454,0.047571034899408546,123
59158,0.04754341388674046,124
64533,0.04744996415388693,125
43307,0.04744361579425197,126
2776,0.04737906815028792,127
49280,0.047377748636637705,128
64287,0.04731967427399559,129
49645,0.047255909486743894,130
28150,0.04717835597098124,131
22704,0.04715115677192399,132
55595,0.04709110608240828,133
41404,0.04707579025518882,134
50674,0.046992288361468904,135
24631,0.04691252194950503,136
25782,0.04685798319515496,137
3138,0.046764470801915536,138
60240,0.04672870184372187,139
48494,0.046643513064215235,140
2400,0.04663247355205874,141
7405,0.04663153116585097,142
18225,0.046614486735337225,143
34750,0.04658003261407244,144
10749,0.046544355483872896,145
13557,0.04648436144061413,146
27399,0.04646163302748396,147
44655,0.04638087838922484,148
19537,0.04633906688857318,149
1812,0.04619157010153369,150
41572,0.04612831922336345,151
7273,0.04612506527654244,152
17152,0.04606655657243565,153
9457,0.04605542399510748,154
14714,0.0460219182903234,155
45422,0.04596070330276497,156
31040,0.04591211121182349,157
41636,0.04590890107956201,158
53761,0.045795096179917366,159
52104,0.04579456521687773,160
54420,0.04576279312261366,161
10008,0.045755182061849524,162
4401,0.04566689068224685,163
31024,0.04564255784742348,164
44876,0.04560215063683613,165
44227,0.04546325185829065,166
6501,0.045284350182810906,167
3654,0.045258384957051125,168
15893,0.04507911302365418,169
11460,0.04506114415457884,170
65260,0.04500612491026037,171
38086,0.044967417108707095,172
29799,0.04491666503191115,173
36979,0.04484223678715178,174
24688,0.044771665592543385,175
52918,0.044763962542660296,176
55836,0.044704594839679854,177
50395,0.044664219242889776,178
19878,0.04465402898440072,179
61959,0.04461790567186229,180
23817,0.044595622566903324,181
54438,0.04456752781858124,182
57506,0.04454558029806656,183
26210,0.04436532723479101,184
10838,0.04436123582797511,185
22715,0.04431054983196326,186
8906,0.0442321885859645,187
57566,0.044183373067671755,188
16128,0.0441440331547627,189
18155,0.04406577034391982,190
4346,0.04401723830430308,191
21186,0.04393755936366323,192
61954,0.04393186510868567,193
12409,0.04392062291035085,194
40242,0.043885488275441975,195
35491,0.04386201443979689,196
44023,0.04378317735756949,197
41367,0.04369940292299711,198
15773,0.04363068966947592,199
58712,0.04361835521967247,200
17685,0.04351388014852654,201
50419,0.04350760617314699,202
36250,0.0434998483852959,203
9936,0.04349977811763582,204
17805,0.04345669573840015,205
6623,0.043361408178241585,206
10208,0.043338414783086025,207
282,0.04327466255187315,208
6576,0.04324944692017004,209
18934,0.04324611041171939,210
48100,0.04318088464716847,211
24940,0.04314445422014956,212
48432,0.043061573001830764,213
47893,0.043038670987880626,214
37020,0.043007802740488404,215
14465,0.043004832750651506,216
34602,0.0429727975189825,217
25920,0.042919009686626736,218
14876,0.04289300253115849,219
18209,0.04281750371595559,220
10613,0.04279311894442454,221
59258,0.042784451194723135,222
62463,0.04277711846973718,223
4503,0.04269559617644534,224
47720,0.04261683956122532,225
18961,0.042606911628409974,226
48192,0.042573545264119356,227
5569,0.042522263034649864,228
25613,0.0425081366424987,229
62113,0.04248894697893486,230
19188,0.04248430472710325,231
10429,0.04247087295823316,232
56202,0.04246822490679041,233
30878,0.042465593680313364,234
8646,0.042448289221696904,235
34568,0.04240108182764907,236
8722,0.042377650396131956,237
576,0.042356823145658175,238
20139,0.042279575237082,239
13509,0.04222256591065007,240
52015,0.042204972762496275,241
51595,0.04218723967827814,242
32657,0.042143952184348826,243
23212,0.04213743818542055,244
21795,0.04212705522568581,245
15751,0.04204618213695236,246
36397,0.04203717494732362,247
11025,0.042033963558883745,248
52228,0.04189909147003192,249
13135,0.04186106759824344,250
36054,0.04185243964588733,251
30958,0.04184086621749014,252
13515,0.04178035992995438,253
15616,0.04176627103071497,254
23806,0.0417548764004733,255
17954,0.04174961508303463,256
3977,0.04169133520645631,257
50314,0.04168886271317377,258
38069,0.04167234325890348,259
18577,0.041670957915643715,260
55013,0.041654569747560787,261
16429,0.04162919009239876,262
14133,0.04156410396757044,263
32156,0.041478656268168504,264
27907,0.04143500115539211,265
26206,0.04132405869895214,266
57593,0.041297812133930904,267
53062,0.0412965586422597,268
10948,0.041285566127421625,269
11097,0.04124386589110439,270
63461,0.04122302207046079,271
12929,0.04120650461758367,272
33387,0.04113468725449093,273
17536,0.04110974758573581,274
60273,0.04104080847191979,275
9220,0.04103018785437352,276
9837,0.04100356317419303,277
25191,0.04099918626386844,278
18355,0.04097485642982533,279
59993,0.040924700523252464,280
39904,0.04091644822618618,281
18938,0.04089593074496303,282
17969,0.04087585552916455,283
17132,0.04085600440292876,284
39606,0.040851246084630824,285
64328,0.040832180136730414,286
11076,0.04076144939830908,287
30056,0.040745224202011085,288
40570,0.040736384354778686,289
43716,0.040734485890415485,290
63738,0.04073221220052075,291
46567,0.04071904044824105,292
41323,0.0407122894250693,293
47752,0.040691104656371185,294
21781,0.040654545165892265,295
46224,0.04064514343059349,296
13545,0.0406393313825603,297
30085,0.04060843176500584,298
25590,0.04059234199791758,299
20283,0.04049587111360307,300
47106,0.040481728739616814,301
30427,0.04043469951015195,302
14607,0.040395083710975936,303
44972,0.0403846652396339,304
25387,0.040381141081364626,305
15965,0.040323382515076465,306
31816,0.04025128812420299,307
40861,0.04024800939669737,308
