feature_idx,cosine_similarity,rank
24548,0.1828411454667334,1
45875,0.16854930003006607,2
47503,0.15582820957828294,3
41299,0.15417606955782312,4
16368,0.1483539905537069,5
57814,0.14588667375586792,6
53935,0.14356891842641648,7
32116,0.1427349514766216,8
22704,0.14020276247425223,9
3035,0.13657932314462135,10
59210,0.13632269525189863,11
21644,0.13411128262227948,12
35879,0.13404297785211924,13
45915,0.13088117034226676,14
42390,0.13014641526670714,15
42274,0.13009575117353608,16
39110,0.12935170232796256,17
38857,0.12921132856634016,18
15307,0.1287760122607737,19
4057,0.12873429051253218,20
61127,0.12848205138578475,21
60563,0.1277433186310893,22
38572,0.1276801608423026,23
52723,0.12721223245236538,24
4228,0.12647413428405296,25
10152,0.1253712611961321,26
11922,0.12523082072451194,27
19185,0.12418680357090268,28
27289,0.12411042404873986,29
41596,0.12282533059859857,30
1650,0.12280248180400817,31
56637,0.12155241176784946,32
18467,0.12139713136378148,33
40076,0.1213075742947432,34
17962,0.12130512393082282,35
52200,0.12125471425222689,36
3548,0.12076621100419825,37
3,0.12039996581768174,38
215,0.12007593086388098,39
51169,0.11943345074688683,40
39079,0.11940840730038449,41
5346,0.11921748031948401,42
38466,0.11913006174690335,43
53360,0.11889147845747187,44
60400,0.1188278806196699,45
47491,0.11867135566047345,46
15016,0.1185920801043071,47
44507,0.11850387903254271,48
10962,0.1182874109463835,49
47076,0.11807613682738734,50
45210,0.11799293893132078,51
22641,0.1173746604111068,52
30840,0.11709607583532419,53
64976,0.11690703713234522,54
646,0.1168987444509023,55
40355,0.11686588696545652,56
59000,0.11667858705195851,57
63066,0.11603016381094709,58
30498,0.11573012414956856,59
29289,0.11567556116574458,60
29998,0.11565572875938541,61
56839,0.11559748297434355,62
34354,0.11558738271269532,63
46022,0.11555979007772788,64
54724,0.11530021999815625,65
13413,0.11410933379209733,66
37089,0.11365518148310222,67
47286,0.11347392688896203,68
60764,0.113359588844031,69
7839,0.11326519024228812,70
12823,0.11295929425347252,71
53173,0.11281564817017768,72
18484,0.11275224339239179,73
42195,0.11244709933922675,74
30471,0.1121466559130743,75
2068,0.11176102601149042,76
25613,0.11119808948246748,77
35676,0.11065485366584459,78
36032,0.10972317015799432,79
56615,0.10967887706521387,80
25591,0.10942630591766983,81
45448,0.10933069255470616,82
17838,0.10892771981931937,83
10663,0.10887759827791833,84
17637,0.10875614438494599,85
55503,0.10855582792778892,86
47150,0.10844487780232137,87
27700,0.10828189189025753,88
27988,0.1082704500911393,89
62080,0.10825921094848037,90
37331,0.10814869056819677,91
60301,0.10782313358926242,92
12231,0.10766415128977001,93
2943,0.10742317941979698,94
27170,0.10717912205417036,95
11294,0.10688530847698492,96
12034,0.10676209138857033,97
24877,0.10654663906813974,98
59309,0.1062797184121223,99
17502,0.10623130655004678,100
52325,0.10608536943075243,101
57738,0.10549823765823588,102
2421,0.10536479046607401,103
24153,0.10525124028457497,104
1702,0.10517880561939759,105
43575,0.10492883560423173,106
60337,0.1046540521693327,107
44018,0.1045500001391978,108
30231,0.10435201201506304,109
38132,0.10417460895787298,110
44112,0.10396808802308465,111
17881,0.1038931876098714,112
46384,0.1038549890310329,113
24897,0.10338139061887809,114
17047,0.10322597587018742,115
47786,0.10321025888550249,116
64985,0.10316887445555063,117
29847,0.10314851338106694,118
40239,0.10291502537186242,119
19192,0.10291120609867388,120
7972,0.10276138199376479,121
8990,0.10272419036512462,122
58616,0.10267178753219659,123
34698,0.10246695921035044,124
8369,0.10236262737684636,125
46241,0.10229312947566657,126
46978,0.10225874395201902,127
24445,0.10223407815821264,128
32899,0.10212044030740108,129
49990,0.10201190417556975,130
17346,0.10197623771401901,131
10276,0.10190240366322746,132
8070,0.10183513184929943,133
53854,0.10182473550442293,134
34794,0.10157043679911776,135
58756,0.10137856335819452,136
41626,0.1013382828423312,137
20340,0.10127327880372085,138
30202,0.1012629447693317,139
14398,0.10105241572687575,140
51808,0.10094490941837254,141
16883,0.1005458417627625,142
34301,0.10029393724576045,143
62161,0.10019416388869523,144
59193,0.10012238589584983,145
14182,0.0997917558023391,146
26634,0.09942719044435398,147
22953,0.09939305980617169,148
60472,0.0988073222539559,149
32425,0.09845634304869069,150
56995,0.09844703029728463,151
36661,0.09844431627497045,152
19355,0.0983093088340246,153
52550,0.09827272475635467,154
58274,0.0982092516753442,155
55401,0.098186787630291,156
27828,0.09802601367766757,157
46860,0.09798518313671478,158
35063,0.09798051818962442,159
4103,0.09790680722003522,160
37803,0.09789258245803475,161
57125,0.09787832788930582,162
7823,0.0975959610969698,163
16315,0.09747856267106066,164
29974,0.09742214544119909,165
42641,0.09741396122549338,166
36864,0.09735584661964994,167
35969,0.09722192435839808,168
35192,0.0971048773999015,169
64089,0.0970962091103615,170
23924,0.09700307719945378,171
63521,0.09693052647760193,172
22310,0.09689274122924073,173
6242,0.09664527503246642,174
27409,0.09646128921030732,175
5335,0.0964349845121252,176
14569,0.09638532474636505,177
398,0.09625214147020299,178
51828,0.09619767259409376,179
50729,0.0961366321426308,180
25766,0.09612623989471894,181
34915,0.09608905199292478,182
63863,0.09598407311324211,183
7557,0.09567980218073956,184
56678,0.09566093206172055,185
7197,0.0956299691330156,186
18127,0.09522858291672626,187
38823,0.09519451471336247,188
31798,0.095153007839618,189
59134,0.09502311438800934,190
24208,0.0948961109317761,191
60778,0.09476574050939865,192
33520,0.09450556727205918,193
41263,0.09439359654903898,194
19986,0.09431067672254502,195
57887,0.09424863586446212,196
28652,0.09409274463532245,197
22896,0.09407508379989961,198
21115,0.09398389692944745,199
55066,0.09396379277696773,200
64556,0.09393628504333337,201
18911,0.09389941215288825,202
60062,0.09384886952472225,203
58811,0.09377980089710104,204
39843,0.0937349911421039,205
36161,0.09365870429804475,206
30121,0.09361491221910964,207
39186,0.09360767926239856,208
57975,0.09360404890524267,209
39713,0.09355831000432711,210
25297,0.09341013256991765,211
12387,0.09316460117299805,212
19409,0.09308190678615172,213
12191,0.09307810230818594,214
26802,0.09296867747282812,215
29098,0.09289589813671656,216
62764,0.09285773902349072,217
7107,0.09282106071302675,218
30999,0.09270880937854875,219
62361,0.09270845521089821,220
37908,0.092660949456723,221
11292,0.09254334561618115,222
34143,0.092356109395817,223
1106,0.09229432790169198,224
13260,0.09225946912316962,225
22949,0.09222887227566365,226
64828,0.0922104374863297,227
30578,0.09216678127111472,228
53202,0.09212796326672677,229
27696,0.09209475988572657,230
37408,0.09202255333902122,231
34412,0.09199703735290218,232
44854,0.09185664358683589,233
637,0.09178750882913501,234
40740,0.09159672918835914,235
49746,0.09157440961567957,236
40741,0.09155806108908336,237
5021,0.09155363328848586,238
4836,0.09141540507621804,239
47128,0.09139534615718718,240
31601,0.09131596677575182,241
17695,0.091261951753042,242
39408,0.09123787694771025,243
30384,0.09117179776261705,244
14391,0.09116055956040094,245
42065,0.09115607728992631,246
29583,0.09113312470747022,247
16607,0.09101364039309905,248
